catalogId,movieName,genre,rarity,cityUnlock,sagaId,sagaOrder,isLegendary,posterFile,tagline
Action_Midnight_Extraction,Midnight Extraction,Action,Common,1,,0,0,midnightextraction.jpg,A hostage rescue with no extraction window.
Action_Night_Raid,Night Raid,Action,Common,1,,0,0,nightraid.jpg,Special forces enter a fortress in darkness.
Action_Outrider,Outrider,Action,Common,1,,0,0,outrider.jpg,One scout against an advancing army.
Action_Overwatch_Down,Overwatch Down,Action,Common,1,,0,0,overwatchdown.jpg,A sniper team loses eyes in the sky.
Action_Pressure_Point,Pressure Point,Action,Common,1,,0,0,pressurepoint.jpg,One warehouse. One bomb. One chance.
Action_Rapid_Fire,Rapid Fire,Action,Common,1,,0,0,rapidfire.jpg,"Bullets, debts, and revenge move at the same speed."
Action_Rapid_Thunder,Rapid Thunder,Action,Common,1,,0,0,rapidthunder.jpg,Lightning war in a city that never sleeps.
Action_Red_Sector,Red Sector,Action,Common,1,,0,0,redsector.jpg,A quarantined district hides a military secret.
Action_Resolute,Resolute,Action,Common,1,,0,0,resolute.jpg,One soldier refuses to abandon the mission.
Action_Rogue_Squadron,Rogue Squadron,Action,Common,1,,0,0,roguesquadron.jpg,Pilots who answer to no flag save the day.
Action_Shockwave,Shockwave,Action,Common,1,,0,0,shockwave.jpg,One explosion rewrites the city's power map.
Action_Steel_Covenant,Steel Covenant,Action,Common,1,,0,0,steelcovenant.jpg,Allies forged in combat must trust or die.
Action_Steel_Rain,Steel Rain,Action,Common,1,,0,0,steelrain.jpg,Artillery decides the battle before infantry moves.
Action_Steel_Veil,Steel Veil,Action,Common,1,,0,0,steelveil.jpg,A covert war fought without uniforms.
Action_Strike_Package,Strike Package,Action,Common,1,,0,0,strikepackage.jpg,Every asset in the theater on one target.
Action_Tactical_Silence,Tactical Silence,Action,Common,1,,0,0,tacticalsilence.jpg,No comms. No backup. No mistakes.
Action_Terminal_Velocity,Terminal Velocity,Action,Common,1,,0,0,terminalvelocity.jpg,Falling is the easy part. Landing is not.
Action_Velocity_Kill,Velocity Kill,Action,Common,1,,0,0,VelocityKill.png,Speed is the only weapon left on the table.
Action_Broken_Protocol,Broken Protocol,Action,Common,2,project_avalanche,2,0,BrokenProtocol.png,Rules of engagement become suggestions under fire.
Action_Frontline_Ghost,Frontline Ghost,Action,Common,2,shadow_trigger,4,0,FrontlineGhost.png,"Declared dead, he keeps fighting anyway."
Action_Iron_Descent,Iron Descent,Action,Common,2,project_avalanche,5,0,IronDescent.png,An orbital drop team lands in the wrong war.
Action_Nightfall_Protocol,Nightfall Protocol,Action,Common,2,shadow_trigger,3,0,NightfallProtocol.png,"When the sun sets, the rules change."
Action_Steel_Horizon,Steel Horizon,Action,Common,2,project_avalanche,1,0,SteelHorizon.png,Fleet commanders gamble everything on one offensive.
Action_Urban_Siege,Urban Siege,Action,Common,2,project_avalanche,3,0,UrbanSiege.png,One city block becomes a war zone overnight.
Action_Warpath,Warpath,Action,Common,2,project_avalanche,6,0,Warpath.png,A general's last campaign becomes personal.
Action_Zero_Hour_Convoy,Zero Hour Convoy,Action,Common,2,project_avalanche,4,0,ZeroHourConvoy.png,Supplies must reach the front before dawn.
Action_Legendary,Iron Wolves,Action,Legendary,8,,0,1,ironwolves.jpg,An elite unit hunts what the world refused to believe existed.
Animation_Bubble_City,Bubble City,Animation,Rare,7,,0,0,BubbleCity.png,Entire civilization lives inside bubbles.
Animation_Cloud_Riders,Cloud Riders,Animation,Rare,7,,0,0,CloudRiders.png,Children sail clouds in homemade ships.
Animation_Dragon_s_Lunchbox,Dragon's Lunchbox,Animation,Epic,7,,0,0,DragonsLunchbox.png,School lunch hides a dragon egg.
Animation_Moonlight_Mice,Moonlight Mice,Animation,Rare,7,,0,0,MoonlightMice.png,Midnight quests for cheese and courage.
Animation_Paint_the_Wind,Paint the Wind,Animation,Rare,7,,0,0,paintthewind.jpg,Colors move with the breeze magically.
Animation_Paper_Kingdom,Paper Kingdom,Animation,Rare,7,,0,0,paperkingdom.jpg,Origami citizens defend their realm.
Animation_Robot_Best_Friend,Robot Best Friend,Animation,Epic,7,,0,0,RobotBestFriend.png,Friendship programmed beyond specs.
Animation_Sky_Garden,Sky Garden,Animation,Epic,7,,0,0,SkyGarden.png,Floating gardens need young caretakers.
Animation_Star_Pup,Star Pup,Animation,Rare,7,,0,0,starpup.jpg,A stray dog maps constellations for kids.
Animation_The_Clockwork_Fox,The Clockwork Fox,Animation,Rare,7,,0,0,theclockworkfox.jpg,A mechanical fox searches for warmth.
Animation_The_Last_Kite,The Last Kite,Animation,Rare,7,,0,0,thelastkite.jpg,One kite carries a village's hope aloft.
Animation_Tiny_Titans,Tiny Titans,Animation,Rare,7,,0,0,tinytitans.jpg,Miniature gods argue over a sandbox world.
Animation_Whisper_Woods,Whisper Woods,Animation,Epic,7,,0,0,WhisperWoods.png,Trees whisper advice to lost children.
Animation_Legendary,Little Giants,Animation,Legendary,8,,0,1,littlegiants.jpg,Small heroes carry the biggest hearts in the biggest adventure.
Animation_Little_Giants_II,Little Giants II,Animation,Common,8,,0,0,bigtroubleclub.jpg,Giants return. Problems grew too.
Animation_Magic_Pencil,Magic Pencil,Animation,Common,8,,0,0,magicpencil.jpg,Draw something. It comes alive briefly.
Animation_Penguin_Express,Penguin Express,Animation,Common,8,,0,0,penguinexpress.jpg,Express delivery across ice continents.
Animation_Starlight_Parade,Starlight Parade,Animation,Rare,8,,0,0,StarlightParade.png,Annual parade lights up the night sky.
Animation_The_Singing_Stone,The Singing Stone,Animation,Rare,8,,0,0,TheSingingStone.png,A stone teaches a village to harmonize.
Animation_Tiny_Voyagers,Tiny Voyagers,Animation,Rare,8,,0,0,TinyVoyagers.png,Microscopic explorers inside a backyard.
Comedy_Uncle_Gary,Uncle Gary,Comedy,Common,3,uncle_gary,1,0,unclegary.jpg,Gary means well. Chaos follows anyway.
Comedy_Uncle_Gary_II,Uncle Gary II,Comedy,Common,3,uncle_gary,2,0,unclegaryII.jpg,Gary babysits. Parents reconsider life choices.
Comedy_Accidental_Guru,Accidental Guru,Comedy,Rare,4,,0,0,AccidentalGuru.png,Accidental wisdom goes viral overnight.
Comedy_Bad_Advice_Hotline,Bad Advice Hotline,Comedy,Common,4,,0,0,badadvicehotline.jpg,Call for help. Receive catastrophe.
Comedy_Cooking_Catastrophe,Cooking Catastrophe,Comedy,Rare,4,,0,0,cookingcatastrophe.jpg,Celebrity chef meets reality TV reality.
Comedy_Dog_Mayor,Dog Mayor,Comedy,Rare,4,,0,0,dogmayor.jpg,A town elects a dog. Bureaucracy adapts reluctantly.
Comedy_Ghost_Roommate,Ghost Roommate,Comedy,Rare,4,,0,0,ghostroommate.jpg,Haunting with chores and rent disputes.
Comedy_Late_Shift_Laughs,Late Shift Laughs,Comedy,Rare,4,,0,0,lateshiftlaughs.jpg,Retail workers versus the universe.
Comedy_Love_in_Transit,Love in Transit,Comedy,Rare,4,,0,0,loveintransit.jpg,Commuters fall in love on the wrong train.
Comedy_Mismatched_Pair,Mismatched Pair,Comedy,Rare,4,,0,0,mismatchedpair.jpg,Odd couple detectives solve absurd crimes.
Comedy_Office_Panic,Office Panic,Comedy,Common,4,,0,0,officepanic.jpg,Corporate retreat becomes survival comedy.
Comedy_Parent_Trap_2_0,Parent Trap 2.0,Comedy,Common,4,,0,0,parenttrap20.jpg,Kids reverse-engineer adult relationships.
Comedy_Room_for_Error,Room for Error,Comedy,Epic,4,,0,0,RoomforError.png,Airbnb listing omits the haunted annex.
Comedy_Roommate_Protocol,Roommate Protocol,Comedy,Common,4,,0,0,roommateprotocol.jpg,Three strangers. One lease. Infinite rules.
Comedy_Startup_Chaos,Startup Chaos,Comedy,Rare,4,,0,0,startupchaos.jpg,Pitch deck. Product missing. Funding anyway.
Comedy_Sushi_Disaster,Sushi Disaster,Comedy,Rare,4,,0,0,sushidisaster.jpg,One roll destroys a chef's reputation.
Comedy_The_Backup_Plan,The Backup Plan,Comedy,Rare,4,,0,0,thebackupplan.jpg,Plan B becomes Plan A through incompetence.
Comedy_The_Heist_That_Wasn_t,The Heist That Wasn't,Comedy,Rare,4,,0,0,theheistthatwasnt.jpg,Amateurs steal the wrong safe. Twice.
Comedy_The_Wrong_Speech,The Wrong Speech,Comedy,Common,4,,0,0,thewrongspeech.jpg,Best man reads the wrong notes. Twice.
Comedy_Uncle_Gary_III,Uncle Gary III,Comedy,Rare,4,,0,0,unclegaryIII.jpg,Family reunion. Gary brings fireworks. Literally.
Comedy_Uncle_Gary_IV,Uncle Gary IV,Comedy,Epic,4,,0,0,UncleGaryIV.png,Gary runs for office. Sanity loses.
Comedy_Wedding_Crashers_Anonymous,Wedding Crashers Anonymous,Comedy,Common,4,,0,0,weddingcrashersanonymous.jpg,They quit crashing. Weddings find them.
Comedy_Accidental_Hero,Accidental Hero,Comedy,Rare,5,,0,0,AccidentalHero.png,Save the cat. Become mayor accidentally.
Comedy_Boss_of_None,Boss of None,Comedy,Common,5,,0,0,bossofnone.jpg,Promoted by mistake. Promoted again anyway.
Comedy_Double_Booked,Double Booked,Comedy,Rare,5,,0,0,DoubleBooked.png,Two weddings. One venue. Zero adults in charge.
Comedy_Improv_Nation,Improv Nation,Comedy,Rare,5,,0,0,ImprovNation.png,Nationwide improv tournament. No one is ready.
Comedy_Laugh_Track,Laugh Track,Comedy,Common,5,,0,0,laughtrack.jpg,Sitcom laugh track follows one man in real life.
Comedy_Pizza_Tribunal,Pizza Tribunal,Comedy,Rare,5,,0,0,PizzaTribunal.png,Delivery dispute escalates to municipal court.
Comedy_Side_Gig,Side Gig,Comedy,Rare,5,,0,0,SideGig.png,A temp job becomes a permanent comedy of errors.
Comedy_The_Great_Mix_Up,The Great Mix-Up,Comedy,Common,5,,0,0,thegreatmix-up.jpg,Identical bags. Identical chaos.
Comedy_Uncle_Gary_V,Uncle Gary V,Comedy,Common,5,,0,0,unclegaryV.jpg,Gary opens a food truck. Health code weeps.
Comedy_Uncle_Gary_VI,Uncle Gary VI,Comedy,Rare,5,,0,0,UncleGaryVI.png,Gary's wedding. Everyone else pays the price.
Comedy_Uncle_Gary_VII,Uncle Gary VII,Comedy,Rare,5,,0,0,UncleGaryVII.png,Final Gary. Maximum Gary. Still somehow charming.
Comedy_Uncle_Gary_VIII,Uncle Gary VIII,Comedy,Rare,5,,0,0,UncleGaryVIII.png,The Gary saga ends. Gary disagrees.
Comedy_Legendary,Detective Potato,Comedy,Legendary,8,,0,1,detectivepotato.jpg,The city's strangest detective solves crimes with charm and starch.
Documentary_Border_Seeds,Border Seeds,Documentary,Epic,8,,0,0,borderseeds.jpg,Farmers plant crops along disputed lines.
Documentary_City_of_Light,City of Light,Documentary,Rare,8,,0,0,cityoflight.jpg,Paris artisans keep ancient crafts alive.
Documentary_Hidden_Rivers,Hidden Rivers,Documentary,Rare,8,,0,0,hiddenrivers.jpg,Underground rivers mapped for the first time.
Documentary_Legendary,Voices of the Deep,Documentary,Legendary,8,,0,1,VoicesoftheDeep.png,The ocean still speaks to those willing to listen.
Documentary_Steel_and_Song,Steel and Song,Documentary,Rare,8,,0,0,steelandsong.jpg,Shipyard workers sing through shifts.
Documentary_The_Archivist,The Archivist,Documentary,Epic,8,,0,0,thearchivist.jpg,One person saves a nation's film heritage.
Documentary_The_Glassblower,The Glassblower,Documentary,Epic,8,,0,0,theglassblower.jpg,Molten art in a family workshop.
Documentary_The_Last_Beekeeper,The Last Beekeeper,Documentary,Rare,8,,0,0,thelastbeekeeper.jpg,One hive may save a region's crops.
Documentary_Tracks_in_Dust,Tracks in Dust,Documentary,Rare,8,,0,0,tracksindust.jpg,Nomads crossing deserts for water.
Documentary_Voices_of_the_Deep_II,Voices of the Deep II,Documentary,Epic,8,,0,0,VoicesoftheDeepII.png,Return to trenches no light reaches.
Drama_Blue_Hour,Blue Hour,Drama,Rare,2,,0,0,BlueHour.png,Twilight conversations that change everything.
Drama_Borrowed_Time,Borrowed Time,Drama,Common,2,,0,0,borrowedtime.jpg,A diagnosis reorders every priority.
Drama_Broken_Choir,Broken Choir,Drama,Common,2,,0,0,brokenchoir.jpg,A church choir reunites after scandal.
Drama_Crosswind,Crosswind,Drama,Common,2,,0,0,crosswind.jpg,Sibling pilots face the same storm differently.
Drama_Fading_Light,Fading Light,Drama,Rare,2,,0,0,FadingLight.png,Care for the dying. Learn to let go.
Drama_Glass_Harbor,Glass Harbor,Drama,Common,2,,0,0,glassharbor.jpg,A port town mourns a ship that never returned.
Drama_Harvest_Moon,Harvest Moon,Drama,Common,2,,0,0,harvestmoon.jpg,One last season on the family farm.
Drama_Homeward,Homeward,Drama,Common,2,the_long_road,2,0,homeward.jpg,Return to the place that never felt like home.
Drama_Northbound,Northbound,Drama,Common,2,the_long_road,3,0,northbound.jpg,A bus ride north becomes a reckoning.
Drama_Open_Field,Open Field,Drama,Rare,2,,0,0,OpenField.png,Childhood friends meet where they once played.
Drama_Painted_Sky,Painted Sky,Drama,Common,2,,0,0,paintedsky.jpg,An artist paints the sky before going blind.
Drama_Paper_House,Paper House,Drama,Common,2,,0,0,paperhouse.jpg,Wealth built on documents that may be forged.
Drama_Quiet_Mercy,Quiet Mercy,Drama,Common,2,,0,0,quietmercy.jpg,A nurse chooses compassion over policy.
Drama_River_s_End,River's End,Drama,Common,2,,0,0,riversend.jpg,A town disappears when the dam is built.
Drama_Silent_Auction,Silent Auction,Drama,Rare,2,,0,0,SilentAuction.png,A charity event exposes private shame.
Drama_Small_Mercies,Small Mercies,Drama,Common,2,,0,0,smallmercies.jpg,Kindness becomes rebellion in a rigid town.
Drama_Still_Waters,Still Waters,Drama,Common,2,,0,0,stillwaters.jpg,Calm surfaces hide generations of silence.
Drama_Stone_Garden,Stone Garden,Drama,Rare,2,,0,0,StoneGarden.png,Grief grows into something unexpectedly alive.
Drama_The_Last_Lesson,The Last Lesson,Drama,Common,2,,0,0,thelastlesson.jpg,A teacher's final year changes every student.
Drama_The_Long_Road,The Long Road,Drama,Common,2,the_long_road,1,0,thelongroad.jpg,A father walks home across a divided country.
Drama_The_Long_Road_II,The Long Road II,Drama,Common,2,the_long_road,4,0,thelongroadII.jpg,The road home is longer the second time.
Drama_The_Weight_of_Rain,The Weight of Rain,Drama,Common,2,,0,0,theweightofrain.jpg,Floods wash up truths buried for decades.
Drama_Two_Rivers,Two Rivers,Drama,Rare,2,,0,0,TwoRivers.png,Two towns. One water rights war. One family.
Drama_Undertow,Undertow,Drama,Rare,2,,0,0,Undertow.png,Love pulls harder when the tide turns cruel.
Drama_Winter_Letters,Winter Letters,Drama,Common,2,winter_letters,1,0,winter letters.jpg,Old correspondence reveals a family fracture.
Drama_Winter_Letters_II,Winter Letters II,Drama,Common,2,winter_letters,2,0,winterlettersII.jpg,Return to the house the letters never left.
Drama_Ash_and_Honey,Ash and Honey,Drama,Common,3,,0,0,AshandHoney.png,Bitterness and sweetness in the same jar.
Drama_Evening_Class,Evening Class,Drama,Common,3,,0,0,EveningClass.png,Adults learn to read and to hope again.
Drama_Field_Notes,Field Notes,Drama,Common,3,,0,0,FieldNotes.png,A journalist stays too long in a border town.
Drama_Ledger_of_Grace,Ledger of Grace,Drama,Common,3,,0,0,LedgerofGrace.png,Debts forgiven. Debts remembered.
Drama_Paper_Cranes,Paper Cranes,Drama,Common,3,,0,0,papercranes.jpg,Origami left on graves becomes a movement.
Drama_Salt_Line,Salt Line,Drama,Common,3,,0,0,saltline.jpg,Coastal erosion mirrors a failing marriage.
Drama_The_Goodbye_Room,The Goodbye Room,Drama,Common,3,,0,0,thegoodbyeroom.jpg,A hospice where every door is a farewell.
Drama_Winter_Letters_III,Winter Letters III,Drama,Common,3,,0,0,winterlettersIII.jpg,The final letter arrives without a stamp.
Drama_Legendary,When the River Sleeps,Drama,Legendary,8,,0,1,when the river sleeps.jpg,A family secret surfaces when the drought ends and the river runs again.
Fantasy_Moonkeeper,Moonkeeper,Fantasy,Common,4,moonkeeper,1,0,moonkeeper.jpg,One guardian tends the door between worlds.
Fantasy_Moonkeeper_II,Moonkeeper II,Fantasy,Common,4,moonkeeper,2,0,moonkeeperII.jpg,The door opens wider each full moon.
Fantasy_Moonkeeper_III,Moonkeeper III,Fantasy,Common,4,moonkeeper,3,0,moonkeeperIII.jpg,Guardian becomes prisoner of the threshold.
Fantasy_Moonkeeper_IV,Moonkeeper IV,Fantasy,Common,4,moonkeeper,4,0,moonkeeperIV.jpg,Final vigil before the door falls forever.
Fantasy_The_Glass_Forest,The Glass Forest,Fantasy,Common,4,the_glass_forest,1,0,theglassforest.jpg,Trees of crystal sing when the moon is full.
Fantasy_The_Glass_Forest_II,The Glass Forest II,Fantasy,Common,4,the_glass_forest,2,0,theglassforestII.jpg,Crystal roots reach toward a dying sun.
Fantasy_Ash_Crown,Ash Crown,Fantasy,Rare,5,,0,0,AshCrown.png,Throne of embers passes to an unlikely ruler.
Fantasy_Dragon_s_Debt,Dragon's Debt,Fantasy,Rare,5,,0,0,DragonsDebt.png,A dragon saved a village. The bill is due.
Fantasy_River_of_Stars,River of Stars,Fantasy,Epic,5,,0,0,RiverofStars.png,A river flows upward carrying constellations.
Fantasy_Runebreaker,Runebreaker,Fantasy,Rare,5,,0,0,Runebreaker.png,Break the rune. Break the curse. Break yourself.
Fantasy_Spellbound_Market,Spellbound Market,Fantasy,Rare,5,,0,0,SpellboundMarket.png,Magic traded like goods with fine print.
Fantasy_Starforge,Starforge,Fantasy,Rare,5,,0,0,Starforge.png,Weapons forged from fallen stars decide a war.
Fantasy_The_Glass_Forest_III,The Glass Forest III,Fantasy,Epic,5,,0,0,TheGlassForestIII.png,Forest walks toward the capital at dawn.
Fantasy_The_Hidden_Crown,The Hidden Crown,Fantasy,Common,5,the_hidden_crown,1,0,thehiddencrown.jpg,A crown hidden in plain sight chooses its heir.
Fantasy_The_Hidden_Crown_II,The Hidden Crown II,Fantasy,Common,5,the_hidden_crown,2,0,thehiddencrownII.jpg,Rebellion wears the crown's shadow.
Fantasy_The_Hidden_Crown_III,The Hidden Crown III,Fantasy,Common,5,the_hidden_crown,3,0,thehiddencrownIII.jpg,Three kingdoms. One crown. Zero peace.
Fantasy_The_Hidden_Crown_IV,The Hidden Crown IV,Fantasy,Common,5,the_hidden_crown,4,0,thehiddencrownIV.jpg,Coronation day. Assassins RSVP yes.
Fantasy_Throne_of_Thorns,Throne of Thorns,Fantasy,Epic,5,,0,0,ThroneofThorns.png,Sit carefully. The throne bites back.
Fantasy_Witch_s_Bargain,Witch's Bargain,Fantasy,Rare,5,,0,0,WitchsBargain.png,Power offered. Price deferred. Never free.
Fantasy_Crown_of_Embers,Crown of Embers,Fantasy,Common,6,,0,0,CrownofEmbers.png,Fire crown for a queen who hates heat.
Fantasy_Dragon_s_Echo,Dragon's Echo,Fantasy,Common,6,,0,0,DragonsEcho.png,An old dragon's voice guides a young thief.
Fantasy_Forgotten_Realm,Forgotten Realm,Fantasy,Common,6,,0,0,ForgottenRealm.png,Maps lie. The realm remembers.
Fantasy_Glass_Crown,Glass Crown,Fantasy,Common,6,,0,0,GlassCrown.png,Transparency as tyranny in a fairy court.
Fantasy_Moonkeeper_V,Moonkeeper V,Fantasy,Common,6,,0,0,moonkeeperV.jpg,Last moon. Last keeper. Last chance.
Fantasy_Oathbound,Oathbound,Fantasy,Common,6,,0,0,oathbound.jpg,Swear an oath. Lose the option to leave.
Fantasy_Realmfall,Realmfall,Fantasy,Common,6,,0,0,realmfall.jpg,"When magic fails, kingdoms fall like cards."
Fantasy_Spellwright,Spellwright,Fantasy,Common,6,,0,0,spellwright.jpg,Write magic into law. Watch law fight back.
Fantasy_The_Glass_Forest_IV,The Glass Forest IV,Fantasy,Common,6,,0,0,theglassforestIV.jpg,Crystal shards cut more than flesh.
Fantasy_The_Hidden_Crown_V,The Hidden Crown V,Fantasy,Common,6,,0,0,thehiddencrownV.jpg,Peace treaty signed in dragon blood.
Fantasy_Legendary,Song of the Forgotten Realm,Fantasy,Legendary,8,,0,1,songoftheforgottenrealm.jpg,A lost melody can reopen a kingdom erased from history.
Horror_Black_Mirror_Lake,Black Mirror Lake,Horror,Common,3,,0,0,blackmirrorlake.jpg,Reflections show what should not be there.
Horror_Bone_Lantern,Bone Lantern,Horror,Common,3,,0,0,bonelantern.jpg,Light made from things that should stay buried.
Horror_Borrowed_Skin,Borrowed Skin,Horror,Rare,3,,0,0,BorrowedSkin.png,Wear someone else's face for one night only.
Horror_Cold_Threshold,Cold Threshold,Horror,Common,3,,0,0,coldthreshold.jpg,Do not open the door when it is cold inside.
Horror_Crimson_Static,Crimson Static,Horror,Rare,3,,0,0,CrimsonStatic.png,Every radio plays the same dying breath.
Horror_Grave_Shift,Grave Shift,Horror,Rare,3,,0,0,GraveShift.png,Night workers hear digging from empty plots.
Horror_Grinning_Dark,Grinning Dark,Horror,Common,3,,0,0,grinningdark.jpg,Darkness wears a familiar smile.
Horror_Hollow_Creek,Hollow Creek,Horror,Common,3,hollow_creek,1,0,hollowcreek.jpg,Something in the creek keeps calling names.
Horror_Hollow_Creek_II,Hollow Creek II,Horror,Common,3,hollow_creek,2,0,hollowcreekII.jpg,The creek runs backward after the flood.
Horror_Hollow_Creek_III,Hollow Creek III,Horror,Common,3,hollow_creek,3,0,hollowcreekIII.jpg,Names carved into trees that were never cut.
Horror_Hollow_Creek_IV,Hollow Creek IV,Horror,Common,3,hollow_creek,4,0,hollowcreekIV.jpg,The creek remembers every body it took.
Horror_Last_Rites,Last Rites,Horror,Rare,3,,0,0,LastRites.png,Funeral rites that refuse to end.
Horror_Moth_Parish,Moth Parish,Horror,Rare,3,,0,0,MothParish.png,Wings beat against every window at once.
Horror_Night_Garden,Night Garden,Horror,Epic,3,,0,0,NightGarden.png,Plants grow toward sleeping faces.
Horror_Night_Parish,Night Parish,Horror,Common,3,,0,0,nightparish.jpg,A church that only opens after midnight.
Horror_Pale_Door,Pale Door,Horror,Rare,3,,0,0,PaleDoor.png,A door appears where a wall should be solid.
Horror_Pale_Harvest,Pale Harvest,Horror,Common,3,,0,0,paleharvest.jpg,Crops grow wrong after the meteor shower.
Horror_Red_Nursery,Red Nursery,Horror,Rare,3,,0,0,RedNursery.png,A child's room painted in a color that moves.
Horror_Silent_Hive,Silent Hive,Horror,Rare,3,,0,0,SilentHive.png,Bees stop buzzing. Then people stop speaking.
Horror_Skinwalker_Line,Skinwalker Line,Horror,Rare,3,,0,0,SkinwalkerLine.png,Tracks in the snow that change mid-stride.
Horror_Static_Room,Static Room,Horror,Common,3,,0,0,staticroom.jpg,Televisions tune to channels from the dead.
Horror_The_Veil_Thin,The Veil Thin,Horror,Rare,3,,0,0,TheVeilThin.png,Boundaries between worlds wear thin at solstice.
Horror_Whisper_Floor,Whisper Floor,Horror,Common,3,,0,0,whisperfloor.jpg,Footsteps above an empty apartment.
Horror_Blackwater_Echo,Blackwater Echo,Horror,Common,4,blackwater,1,0,BlackwaterEcho.png,Water carries voices from upstream crimes.
Horror_Cold_Communion,Cold Communion,Horror,Common,4,,0,0,coldcommunion.jpg,Communion wine tastes like river water.
Horror_Fever_House,Fever House,Horror,Common,4,,0,0,feverhouse.jpg,Quarantine becomes possession.
Horror_Hollow_Creek_V,Hollow Creek V,Horror,Common,4,,0,0,hollowcreekV.jpg,Five films. One creek. No escape.
Horror_Hollow_Creek_VI,Hollow Creek VI,Horror,Common,4,,0,0,hollowcreekVI.jpg,Return to the source of every nightmare.
Horror_Hollow_End,Hollow End,Horror,Common,4,,0,0,hollowend.jpg,The creek meets the sea and waits.
Horror_Mirror_Sleep,Mirror Sleep,Horror,Common,4,,0,0,mirrorsleep.jpg,Do not sleep facing a mirror in this house.
Horror_Pale_Signal,Pale Signal,Horror,Common,4,,0,0,palesignal.jpg,Emergency broadcast repeats a personal message.
Horror_The_Last_Knock,The Last Knock,Horror,Common,4,,0,0,thelastknock.jpg,Three knocks. Always three. Never more.
Horror_The_Unmarked,The Unmarked,Horror,Common,4,,0,0,theunmarked.jpg,Graves without names fill overnight.
Horror_Under_the_Bed,Under the Bed,Horror,Common,4,,0,0,underthebed.jpg,Childhood fear returns with adult teeth.
Horror_Legendary,The Hollow House,Horror,Legendary,8,,0,1,thehollowhouse.jpg,Every room remembers the scream that never left the walls.
Romance_Beneath_the_Summer_Sky,Beneath the Summer Sky,Romance,Common,3,beneath_the_summer_sky,1,0,beneaththesummersky.jpg,Love blooms under endless summer light.
Romance_Beneath_the_Summer_Sky_II,Beneath the Summer Sky II,Romance,Common,3,beneath_the_summer_sky,2,0,beneaththesummerskyII.jpg,Summer ends. Feelings do not.
Romance_Beneath_the_Summer_Sky_III,Beneath the Summer Sky III,Romance,Epic,6,,0,0,BeneaththeSummerSkyIII.png,Return to the place where it started.
Romance_Coffee_at_Dawn,Coffee at Dawn,Romance,Rare,6,,0,0,CoffeeatDawn.png,Daily coffee becomes daily devotion.
Romance_Crossed_Lines,Crossed Lines,Romance,Rare,6,,0,0,CrossedLines.png,Phone wrong number. Right person.
Romance_Golden_Hour,Golden Hour,Romance,Epic,6,,0,0,GoldenHour.png,Photographers capture more than light.
Romance_Harbor_Lights,Harbor Lights,Romance,Rare,6,,0,0,HarborLights.png,Fishermen and poets share the same pier.
Romance_Letters_in_Rain,Letters in Rain,Romance,Rare,6,,0,0,LettersinRain.png,Love letters survive a stormy season.
Romance_Midnight_Train,Midnight Train,Romance,Epic,6,,0,0,MidnightTrain.png,Share a compartment. Share a future.
Romance_Paper_Hearts,Paper Hearts,Romance,Epic,6,,0,0,PaperHearts.png,Origami notes left on park benches.
