catalogId,displayName,genre,rarity,sagaId,sagaOrder,isLegendary,assetPath,assetGuid,posterColorHex,tagline
SciFi_Nexo,Nexo,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Nexo.asset,9b196d6539f3126428f181ddbbde0535,#27AE60,La conexión entre dimensiones paralelas.
SciFi_Paradoja,Paradoja,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Paradoja.asset,db35c398a7935eb41855c566a384bf67,#1ABC9C,Cambiar el pasado rompe el futuro.
SciFi_Planeta_Virgen,Planeta Virgen,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Planeta_Virgen.asset,020aae145478f0c489f91b583ac5870f,#27AE60,El primer planeta habitable encontrado.
SciFi_Protocolo_Omega,Protocolo Omega,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Protocolo_Omega.asset,0177e636eea5af742a37d9599ad47921,#1ABC9C,Un protocolo que no debía activarse.
SciFi_Rebelde_Digital,Rebelde Digital,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Rebelde_Digital.asset,ce9ebefe358dd534596ba0e96d58f8af,#1ABC9C,Un hacker que lucha contra el sistema global.
SciFi_Singularidad,Singularidad,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Singularidad.asset,6e040ffb8985c1048b1eaf7a32226e6a,#27AE60,El momento en que la máquina supera al humano.
SciFi_Transferencia_Mental,Transferencia Mental,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Transferencia_Mental.asset,cced6814c3f1cac48af8342dc06c2980,#27AE60,¿Qué eres sin tu memoria?
SciFi_Transicion,Transición,SciFi,Common,,0,0,Assets/Data/Movies/SciFi_Transicion.asset,daca7f5fab8789d45977e89f3f785aae,#27AE60,La humanidad ante su próxima evolución.
Drama_Anos_de_Plomo,Años de Plomo,Drama,Common,,0,0,Assets/Data/Movies/Drama_Anos_de_Plomo.asset,c94c47ecb7c7a714e91467a065e4d932,#2980B9,Crecer en tiempos difíciles.
Drama_Cartas_sin_Respuesta,Cartas sin Respuesta,Drama,Common,,0,0,Assets/Data/Movies/Drama_Cartas_sin_Respuesta.asset,cf4b792f1c84b8e44baf179baec76fc6,#3498DB,Una historia de amor que no puede ser.
Drama_Cenizas_de_Verano,Cenizas de Verano,Drama,Common,,0,0,Assets/Data/Movies/Drama_Cenizas_de_Verano.asset,548a3bb6169ef3b4aa3841f98db39406,#2980B9,Un verano que lo cambió todo.
Drama_Confesiones,Confesiones,Drama,Common,,0,0,Assets/Data/Movies/Drama_Confesiones.asset,32473f4be85dc974f93f1193b9d79b58,#2980B9,Decir la verdad siempre tiene consecuencias.
Drama_Deuda_de_Sangre,Deuda de Sangre,Drama,Common,,0,0,Assets/Data/Movies/Drama_Deuda_de_Sangre.asset,da76d089c118345448da1a0be3b99a5e,#3498DB,Una deuda que se paga con el tiempo.
Drama_El_Circulo,El Círculo,Drama,Common,iron_circuit,6,0,Assets/Data/Movies/Drama_El_Circulo.asset,381726673c79a4b43b64893ade7541a9,#2980B9,"La historia se repite, generación tras generación."
Drama_El_Fotografo,El Fotógrafo,Drama,Common,,0,0,Assets/Data/Movies/Drama_El_Fotografo.asset,0c4fe1c5c52ad4843adf5c82a415c03b,#2980B9,Capturar la belleza del dolor.
Drama_El_Nombre_del_Padre,El Nombre del Padre,Drama,Common,,0,0,Assets/Data/Movies/Drama_El_Nombre_del_Padre.asset,9b26614932a827044b1046077fa3e2d4,#2980B9,Buscar al padre que nunca estuvo.
Drama_El_Peso_del_Silencio,El Peso del Silencio,Drama,Common,,0,0,Assets/Data/Movies/Drama_El_Peso_del_Silencio.asset,c8a80bcadceb92a459923350dec586f7,#3498DB,Lo que no se dice destruye más que las palabras.
Drama_El_Poeta_Olvidado,El Poeta Olvidado,Drama,Common,,0,0,Assets/Data/Movies/Drama_El_Poeta_Olvidado.asset,f08f26314d0c0fd458ea0099d5b2c216,#2980B9,Rescatar la obra de un genio incomprendido.
Drama_El_Último_Cuadro,El Último Cuadro,Drama,Common,,0,0,Assets/Data/Movies/Drama_El_Último_Cuadro.asset,b3d48abcbde687c47bae02f4c89fb08c,#2980B9,Pintar la obra maestra antes de morir.
Drama_Espejo_Roto,Espejo Roto,Drama,Common,,0,0,Assets/Data/Movies/Drama_Espejo_Roto.asset,b86dfbfa6ab143542a335cee45d1c8fa,#3498DB,Reconstruirse después de la traición.
Drama_Generaciones,Generaciones,Drama,Common,,0,0,Assets/Data/Movies/Drama_Generaciones.asset,c5cd0a6d9c427c1418e73003070ee314,#3498DB,Cien años de historia familiar.
Drama_Invierno_Eterno,Invierno Eterno,Drama,Common,,0,0,Assets/Data/Movies/Drama_Invierno_Eterno.asset,f05d48ec8b43ba34c95075c7334f78fe,#2980B9,Un frío que dura más que el invierno.
Drama_La_Dignidad,La Dignidad,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Dignidad.asset,82c3a53b64744d14495f55ea7037d811,#2980B9,Mantener la dignidad cuando todo se derrumba.
Drama_La_Gran_Ilusion,La Gran Ilusión,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Gran_Ilusion.asset,cbbb30e04d9537a4d98d23a7a8f227d4,#3498DB,Un sueño demasiado grande para ser real.
Drama_La_Herencia,La Herencia,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Herencia.asset,a12a6c659c901df4c9313c27ea6af808,#3498DB,Una familia divida por el dinero.
Drama_La_Mujer_del_Puerto,La Mujer del Puerto,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Mujer_del_Puerto.asset,7623965019ae97244a56fee1fcd43976,#2980B9,Esperar al amor durante treinta años.
Drama_La_Promesa,La Promesa,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Promesa.asset,f780a1fcb20fafc478f7bd43f15a88aa,#3498DB,Una promesa que atraviesa décadas.
Drama_La_Última_Cena,La Última Cena,Drama,Common,,0,0,Assets/Data/Movies/Drama_La_Última_Cena.asset,83cbb96ea7ccdd642b36027ae2074efa,#3498DB,Una familia que se despide.
Drama_Lo_Que_Quedo,Lo Que Quedó,Drama,Common,,0,0,Assets/Data/Movies/Drama_Lo_Que_Quedo.asset,35821c9c74e497d49817306a10f6ae56,#3498DB,Los objetos guardan la memoria de sus dueños.
Drama_Mar_de_Fondo,Mar de Fondo,Drama,Common,iron_circuit,3,0,Assets/Data/Movies/Drama_Mar_de_Fondo.asset,7b730423ab1e32b41ad176c55a03383f,#3498DB,Lo que viene de lo profundo no se puede ignorar.
Drama_Marea_Alta,Marea Alta,Drama,Common,,0,0,Assets/Data/Movies/Drama_Marea_Alta.asset,1ebe34a3b3f1d1f43b98068dbad347d4,#3498DB,"Una ciudad inundada, un amor que resiste."
Drama_Puentes_de_Papel,Puentes de Papel,Drama,Common,,0,0,Assets/Data/Movies/Drama_Puentes_de_Papel.asset,f749acf0c5e07284783f7280bcf0e5f1,#2980B9,Las palabras que construyen y destruyen.
Drama_Raices_Rotas,Raíces Rotas,Drama,Common,,0,0,Assets/Data/Movies/Drama_Raices_Rotas.asset,af25416a91c25b04886f94a0244ef675,#2980B9,Volver al pueblo que nos abandonó.
Drama_Sombras_de_Familia,Sombras de Familia,Drama,Common,,0,0,Assets/Data/Movies/Drama_Sombras_de_Familia.asset,9a75af88d3688c44a8d85a40773bdd42,#3498DB,Los secretos que se heredan.
Drama_Tiempo_Prestado,Tiempo Prestado,Drama,Common,,0,0,Assets/Data/Movies/Drama_Tiempo_Prestado.asset,3386c4901b5d2034687fe8795afd4c90,#2980B9,Vivir sabiendo que el tiempo se acaba.
Drama_Tierra_de_Nadie,Tierra de Nadie,Drama,Common,,0,0,Assets/Data/Movies/Drama_Tierra_de_Nadie.asset,cb4f1a98cfb95d34cb3253a260cd628a,#3498DB,"Entre dos mundos, sin pertenecer a ninguno."
Drama_Vida_y_Obra,Vida y Obra,Drama,Common,,0,0,Assets/Data/Movies/Drama_Vida_y_Obra.asset,07c95a747f8389d4b8030173e1950882,#3498DB,La biografía de un siglo.
Drama_Volver_a_Empezar,Volver a Empezar,Drama,Common,,0,0,Assets/Data/Movies/Drama_Volver_a_Empezar.asset,55750c73f262bd84c8c63a814d725417,#3498DB,Nada es imposible si empiezas desde cero.
Horror_Aberracion,Aberración,Horror,Common,,0,0,Assets/Data/Movies/Horror_Aberracion.asset,9e2f31ec1a99b5e4696d17c63cb47dc0,#8E44AD,Algo salió mal en el laboratorio.
Horror_Bestia,Bestia,Horror,Common,,0,0,Assets/Data/Movies/Horror_Bestia.asset,cc487f063a17d104b9e9b41c65d8e5d9,#8E44AD,Una criatura que desafía toda clasificación científica.
Horror_Caja_Negra,Caja Negra,Horror,Common,,0,0,Assets/Data/Movies/Horror_Caja_Negra.asset,495dd2d98f7bbad40a4478bf04cc7b85,#8E44AD,Encontrar la caja fue el principio del fin.
Horror_Carne_y_Hueso,Carne y Hueso,Horror,Common,,0,0,Assets/Data/Movies/Horror_Carne_y_Hueso.asset,cb6fca996d94919499c0ec0313b36023,#7D3C98,El monstruo más aterrador es el humano.
Horror_Caza_Nocturna,Caza Nocturna,Horror,Common,,0,0,Assets/Data/Movies/Horror_Caza_Nocturna.asset,f4e27a644c7011145a8a0e8ccf326a37,#7D3C98,La noche pertenece a los que cazan.
Horror_Cosas_que_Acechan,Cosas que Acechan,Horror,Common,,0,0,Assets/Data/Movies/Horror_Cosas_que_Acechan.asset,89101c4a4e6705e468375f0e9aaed620,#7D3C98,No mires debajo de la cama.
Horror_Dimension_Oscura,Dimensión Oscura,Horror,Common,,0,0,Assets/Data/Movies/Horror_Dimension_Oscura.asset,86bcd555888c992499345591c413b4b3,#8E44AD,Una grieta en la realidad deja pasar algo.
Horror_Eco_del_Infierno,Eco del Infierno,Horror,Common,,0,0,Assets/Data/Movies/Horror_Eco_del_Infierno.asset,27b5ebd8364a7e9488ea30cc4a54d2db,#8E44AD,Voces que vienen del más allá.
Horror_El_Culto,El Culto,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Culto.asset,10de56eecc09cd04aa72a8a557a1b7be,#7D3C98,Una secta que nunca deja ir a sus miembros.
Horror_El_Exorcismo_de_Villa_Roja,El Exorcismo de Villa Roja,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Exorcismo_de_Villa_Roja.asset,ba22dbbeacac03e4e8cd65cba50cbe96,#7D3C98,Una posesión que desafía toda lógica.
Horror_El_Portal,El Portal,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Portal.asset,3c314204bfdd83b4298172e4906b6bc6,#8E44AD,Abrir la puerta fue el peor error.
Horror_El_Psicopata,El Psicópata,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Psicopata.asset,8cf90b6e71ff95442983651edb777e91,#7D3C98,"Una mente retorcida, una ciudad aterrorizada."
Horror_El_Ritual,El Ritual,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Ritual.asset,a650df368ded72f49a1a6ad3c82b122d,#8E44AD,Ceremonias que no deben realizarse.
Horror_El_Último_Grito,El Último Grito,Horror,Common,,0,0,Assets/Data/Movies/Horror_El_Último_Grito.asset,911a076cf96047841b6a78b2b5548713,#8E44AD,"Cinco amigos, una cabaña, ningún retorno."
Horror_Engendro,Engendro,Horror,Common,,0,0,Assets/Data/Movies/Horror_Engendro.asset,3ded5a6f3f5e87641b7ab04dd638ae13,#7D3C98,Una creación que se volvió contra su creador.
Horror_Gritos_en_el_Bosque,Gritos en el Bosque,Horror,Common,,0,0,Assets/Data/Movies/Horror_Gritos_en_el_Bosque.asset,e5a5a818b9cf61549b06e0f5b3f0e03b,#8E44AD,El bosque recuerda lo que enterramos.
Horror_La_Casa_del_Fin,La Casa del Fin,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Casa_del_Fin.asset,511de102ac6a1374ea364f7f3dc054ed,#8E44AD,Una casa que no deja salir a sus huéspedes.
Horror_La_Criatura_del_Pantano,La Criatura del Pantano,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Criatura_del_Pantano.asset,b8403e76377634f4aabc640b9f75e7f2,#8E44AD,Algo antiguo despertó en las aguas.
Horror_La_Guarida,La Guarida,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Guarida.asset,5f57c5a4864a6954b8aeb2030a03a982,#7D3C98,Su hogar ya no les pertenece.
Horror_La_Infeccion,La Infección,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Infeccion.asset,98c4c681bed4c0e448404827922e7fe4,#7D3C98,Un virus que convierte lo humano en monstruo.
Horror_La_Mascara,La Máscara,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Mascara.asset,686f26dd7a3c9a5408c9cbdccb5fa167,#7D3C98,Detrás de cada máscara hay una historia sangrienta.
Horror_La_Plaga,La Plaga,Horror,Common,,0,0,Assets/Data/Movies/Horror_La_Plaga.asset,9a1469bdd3ba2d3498d885baca805335,#7D3C98,Cuando la enfermedad toma control.
Horror_Maldicion_Ancestral,Maldición Ancestral,Horror,Common,,0,0,Assets/Data/Movies/Horror_Maldicion_Ancestral.asset,d00b6bffa484cb24199eea829183160c,#7D3C98,Una maldición que dura siglos.
Horror_Noche_de_los_Muertos,Noche de los Muertos,Horror,Common,,0,0,Assets/Data/Movies/Horror_Noche_de_los_Muertos.asset,6e42a02b211d53a43ac64d1a7bd52b5e,#8E44AD,Los muertos vuelven con hambre.
Horror_Oscuridad_Total,Oscuridad Total,Horror,Common,,0,0,Assets/Data/Movies/Horror_Oscuridad_Total.asset,2a152b3f52e32964ca54f47d4a32e600,#8E44AD,"Sin luz, el miedo se amplifica."
Horror_Pesadilla_Recurrente,Pesadilla Recurrente,Horror,Common,,0,0,Assets/Data/Movies/Horror_Pesadilla_Recurrente.asset,63498e639dfdb5c4b8e625cb0e94661f,#7D3C98,El sueño no es el refugio que creías.
Horror_Punto_Sin_Retorno,Punto Sin Retorno,Horror,Common,,0,0,Assets/Data/Movies/Horror_Punto_Sin_Retorno.asset,e4aa0531db28dfb4f8481465dec9ca15,#8E44AD,Ya no hay camino de vuelta.
Horror_Sangre_en_las_Paredes,Sangre en las Paredes,Horror,Common,iron_circuit,1,0,Assets/Data/Movies/Horror_Sangre_en_las_Paredes.asset,f44dfe13baefadf4297d598f245a9df9,#8E44AD,Una casa construida sobre secretos.
Horror_Sombras_del_Pasado,Sombras del Pasado,Horror,Common,,0,0,Assets/Data/Movies/Horror_Sombras_del_Pasado.asset,a9c703573a50ceb469fce412bd62f731,#7D3C98,El pasado siempre regresa.
Horror_Terror_Absoluto,Terror Absoluto,Horror,Common,,0,0,Assets/Data/Movies/Horror_Terror_Absoluto.asset,7cfe4640a1093784b8a3f97052a1cd2a,#7D3C98,El miedo máximo que el cine puede ofrecer.
Comedy_Amor_en_Cuarentena,Amor en Cuarentena,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Amor_en_Cuarentena.asset,83c1f0aebaf50174b84d00dda9326720,#F39C12,Enamorarse en el peor momento posible.
Comedy_Boda_de_Pelicula,Boda de Película,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Boda_de_Pelicula.asset,59c2a9a36a68c254da52b647fa9e3ddc,#D35400,Organizar una boda en 48 horas.
Comedy_Caos_Total,Caos Total,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Caos_Total.asset,e3b8a3be3b0611244bee412304d8a72a,#D35400,Un día donde todo sale mal a la vez.
Comedy_Cuerpos_Cambiados,Cuerpos Cambiados,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Cuerpos_Cambiados.asset,19589c2ecfa45834d897ca90907013f4,#F39C12,Un niño en el cuerpo de un CEO.
Comedy_Doble_Identidad,Doble Identidad,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_Doble_Identidad.asset,fba7acaa29a5ba04b9248bbe77334837,#F39C12,Ser dos personas a la vez agota.
Comedy_El_Agente_Secreto_Torpe,El Agente Secreto Torpe,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Agente_Secreto_Torpe.asset,0a144c6223ee3334dbb5361d3cb3a1f3,#F39C12,La CIA no entrenó para esto.
Comedy_El_Chef_Accidental,El Chef Accidental,Comedy,Common,shadow_trigger,1,0,Assets/Data/Movies/Comedy_El_Chef_Accidental.asset,3bc7a39a91452794d95ad2b67b83d93e,#D35400,Un fontanero que acaba dirigiendo un restaurante.
Comedy_El_Detective_Torpe,El Detective Torpe,Comedy,Common,,0,0,Assets/Data/Movies/Comedy_El_Detective_Torpe.asset,adf700c9dfbfc19439735fc7da7df990,#D35400,Resolver crímenes por accidente.
